Date,Close,LR,RV_22
2006-01-04,114.08,0.00070150827149007,
2006-01-05,113.75,-0.002896898834926276,
2006-01-06,117.3,0.030731697828370486,
2006-01-09,115.09,-0.019020324679030587,
2006-01-10,116.79,0.014663019310074965,
2006-01-11,119.5,0.0229389210810913,
2006-01-12,118.62,-0.007391264960984856,
2006-01-13,119.14,0.004374165789960749,
2006-01-17,115.04,-0.035019378227804765,
2006-01-18,115.02,-0.00017386768712857048,
2006-01-19,117.55,0.021757748700470536,
2006-01-20,123.55,0.049782157448539976,
2006-01-23,126.59,0.024307585214118355,
2006-01-24,128.73,0.01676367002280621,
2006-01-25,123.06,-0.04504514635919943,
2006-01-26,126.34,0.026304644158210877,
2006-01-27,127.59,0.0098453124630975,
2006-01-30,120.13,-0.060247508200368394,
2006-01-31,120.99,0.007133407820102633,
2006-02-01,117.8,-0.026719626335900415,
2006-02-02,116.98,-0.00698529120260627,
2006-02-03,116.84,-0.0011975024953398972,0.0006864384250757371
2006-02-06,119.37,0.021422435587407307,0.0007051317414509823
2006-02-07,116.92,-0.020737972863901888,0.0007280232302703639
2006-02-08,119.49,0.02174274561861722,0.0007064564975141723
2006-02-09,119.31,-0.0015075379739535322,0.0006872712159692071
2006-02-10,120.19,0.007348676076988525,0.0006806289340983389
2006-02-13,120.7,0.004234304138788225,0.0006579921846293253
2006-02-14,119.3,-0.011666798999615757,0.0006620177145568957
2006-02-15,126.44,0.058126558243547066,0.0008144128549157812
2006-02-16,128.99,0.0199669946296277,0.0007542996523532847
2006-02-17,133.88,0.03720899436608072,0.0007986800641882414
2006-02-21,128.57,-0.04047037324696845,0.0008866514103945648
2006-02-22,130.03,0.01129168996707186,0.0007864349253957203
2006-02-23,127.08,-0.02294838366191332,0.0007890002615139251
2006-02-24,128.56,0.011578912027941257,0.0007820311950955615
2006-02-27,123.53,-0.03991167988053412,0.0007612357589380878
2006-02-28,124.61,0.00870481840605386,0.0007315147578895568
2006-03-01,124.25,-0.002893194978038416,0.0007261860708449265
2006-03-02,123.3,-0.007675254806439824,0.0005562001331663915
2006-03-03,121.87,-0.011665507334887693,0.0005616119060655404
2006-03-06,116.6,-0.04420562891901891,0.0006205557682840137
2006-03-07,116.21,-0.0033503746816094804,0.0006188992725348037
2006-03-08,117.21,0.008568298500306604,0.0006223997387716799
2006-03-09,114.2,-0.026015900513178813,0.0006285545376609015
2006-03-10,116.21,0.01744760201287221,0.0006267344824197133
2006-03-13,116.54,0.002835662480145551,0.0006033333188966564
2006-03-14,114.43,-0.018271279385304595,0.0006166998261431688
2006-03-15,119.12,0.040168106046130525,0.0006945623969918707
2006-03-16,142.02,0.17583650437819376,0.0021089212731974557
2006-03-17,130.06,-0.08797201031294133,0.0025120949072782984
2006-03-20,124.39,-0.04457409121913258,0.0024613790553052995
2006-03-21,120.69,-0.030196516592067013,0.0024768183177807986
2006-03-22,121.7,0.00833372536367527,0.002404077995271478
2006-03-23,119.23,-0.020504599175441562,0.0023534874284596267
2006-03-24,124.34,0.041965348023150995,0.002439255450109902
2006-03-27,118.23,-0.05038786896616898,0.002528134864191234
2006-03-28,118.71,0.0040516641904204675,0.002520057413905045
2006-03-29,117.94,-0.006507523493084477,0.002455331273597951
2006-03-30,116.77,-0.009969832484734376,0.002451957694555011
2006-03-31,115.72,-0.00903270797968947,0.002453635628884709
2006-04-03,115.48,-0.00207612531320045,0.002452691713547381
2006-04-04,117.06,0.01358926906834057,0.0024607882249929373
2006-04-05,117.1,0.00034164674059677935,0.0023712097932935216
2006-04-06,118.03,0.00791055883730607,0.0023731720505560435
2006-04-07,115.7,-0.019938195241346435,0.0023887649233857223
2006-04-10,116.51,0.006976472032218517,0.002358348621564337
2006-04-11,113.56,-0.025645774627078843,0.0023748880870081705
2006-04-12,115.71,0.018755729283475908,0.002392297668592326
2006-04-13,117.99,0.019512814223581643,0.002392610464823547
2006-04-17,113.56,-0.03826854350705755,0.002382601500156875
2006-04-18,116.74,0.027617908170874728,0.0008683926903458622
2006-04-19,121.7,0.04160976021783647,0.0006559251557085566
2006-04-20,130.0,0.0659754504621004,0.000773929403910544
2006-04-21,122.05,-0.06310365361661319,0.0009240715590123637
2006-04-24,128.77,0.053597070446723905,0.0010509267978856558
2006-04-25,129.66,0.0068877724611562385,0.0010248447365555167
2006-04-26,126.14,-0.027523238511344417,0.000991831262905488
2006-04-27,129.21,0.024046586498624123,0.0008818409866344852
2006-04-28,125.2,-0.031526529068131026,0.0009393269567836732
2006-05-01,129.67,0.035080302894795246,0.0009825850917182858
2006-05-02,124.01,-0.044630554046111826,0.0010843301592107593
2006-05-03,127.46,0.0274403823714664,0.0011039232907782681
2006-05-04,125.86,-0.012632411787359743,0.0011154915583810475
2006-05-05,128.06,0.01732872599186841,0.0011195734814698401
2006-05-08,125.25,-0.022187164125682557,0.0011506699275264762
2006-05-09,123.02,-0.017964796184751997,0.0011691458722335492
2006-05-10,119.62,-0.028026892163810935,0.0011889292046220658
2006-05-11,120.68,0.008822362674449913,0.00119004428893215
2006-05-12,123.21,0.02074780234571616,0.0011675022741577808
2006-05-15,121.86,-0.011017371816228305,0.0011651243445633494
2006-05-16,130.15,0.06581478662022544,0.001338238968573251
2006-05-17,121.87,-0.06573272860516344,0.0014842830015997996
2006-05-18,123.09,0.009960892286794198,0.0014574098075374675
2006-05-19,136.93,0.10655405122193784,0.0018915984426011558
2006-05-22,126.15,-0.08199817125707565,0.002032637139121674
2006-05-23,125.15,-0.007958657209283793,0.0018466253932264889
2006-05-24,127.4,0.0178187252602795,0.001726066200473077
2006-05-25,132.35,0.038118185535047644,0.0017923323315298795
2006-05-26,128.5,-0.029521024337835655,0.0017979280542792292
2006-05-30,122.67,-0.04643108129061435,0.0018679563466701935
2006-05-31,121.97,-0.005722710189513869,0.001826547095660476
2006-06-01,128.02,0.04841138885871121,0.0018806724826639862
2006-06-02,127.02,-0.007841947339028543,0.0017878591981827325
2006-06-05,120.42,-0.05335892233852757,0.0018818405541290906
2006-06-06,121.79,0.011312618062717661,0.0018849841646182122
2006-06-07,120.81,-0.008079186567546692,0.0018687802059144058
2006-06-08,120.19,-0.0051452395667750395,0.001850270347345721
2006-06-09,118.74,-0.012137595122168499,0.001842884130631928
2006-06-12,121.27,0.021083235826171,0.0018289537411996818
2006-06-13,121.55,0.002306236093432723,0.0018257951620484908
2006-06-14,124.24,0.021889478078298552,0.0018280748362321003
2006-06-15,131.6,0.05755184005078551,0.0019673711367570496
2006-06-16,128.32,-0.02523987477301226,0.0018038049629476292
2006-06-19,125.31,-0.023736476941010665,0.0016236394253587093
2006-06-20,126.54,0.009767796541544804,0.0016234812069175128
2006-06-21,127.36,0.006459258377334187,0.0010751042435681447
2006-06-22,125.08,-0.018064189506432626,0.0007816719455657259
2006-06-23,122.55,-0.02043442261551842,0.000797742883768633
2006-06-26,124.87,0.01875408615293228,0.0007994549875923144
2006-06-27,120.3,-0.03728457314642064,0.0007776078828318441
2006-06-28,118.99,-0.01094916701357107,0.0007487453892853857
2006-06-29,124.11,0.042128813174367785,0.0007431038371877745
2006-06-30,118.28,-0.04811357415715367,0.0008500305051005829
2006-07-03,120.93,0.0221571708129078,0.0007568221569940675
2006-07-05,120.22,-0.005888468186168616,0.0007560184679799131
2006-07-06,116.81,-0.02877471444341051,0.0006644139896140042
2006-07-07,114.97,-0.01587745840195609,0.0006651415603518117
2006-07-10,115.89,0.007970240580650767,0.0006685045688430891
2006-07-11,119.17,0.027909579756414615,0.0007079210715592815
2006-07-12,115.97,-0.027219508134102455,0.0007351380093314654
2006-07-13,115.4,-0.004927182894612692,0.0007110050154859863
2006-07-14,117.48,0.017863752256420007,0.0007287652485932839
2006-07-17,118.56,0.00915105521735704,0.0007077069993446656
2006-07-18,122.9,0.03595185502421305,0.0006061462396111614
2006-07-19,121.58,-0.010798534251413194,0.0005851877179636085
2006-07-20,118.55,-0.025237669809161645,0.0005883331417496204
2006-07-21,118.33,-0.0018574811149472126,0.0005808707218643653
2006-07-24,122.03,0.030789584747281218,0.0006298108303639572
2006-07-25,120.53,-0.012368231543496755,0.0006225403763549092
2006-07-26,120.86,0.0027341663331608146,0.000605566901037468
2006-07-27,119.78,-0.008976124097096694,0.0005893238467391259
2006-07-28,121.4,0.013434151789081916,0.0005352902846811019
2006-07-31,121.64,0.001974984183766182,0.0005288964473491107
2006-08-01,119.49,-0.017833176947501528,0.0004574595008814054
2006-08-02,117.98,-0.012717567286733455,0.0003580281372879075
2006-08-03,116.79,-0.010137668284454726,0.00033693142547088726
2006-08-04,117.54,0.006401250894030319,0.00033875786743228173
2006-08-07,117.02,-0.004433840824414226,0.00030135934287361954
2006-08-08,118.18,0.00986402555743826,0.000292353759320403
2006-08-09,116.27,-0.016293813237012067,0.0003035892697193186
2006-08-10,118.31,0.01739322558505485,0.0002808122383618215
2006-08-11,118.09,-0.0018612526523815731,0.00024509938938457643
2006-08-14,118.24,0.0012694115867013522,0.00024345100699071605
2006-08-15,118.88,0.005398123769557728,0.0002306183522270592
2006-08-16,120.17,0.010792825953759078,0.00023208752618498067
2006-08-17,121.42,0.010348202779080218,0.0001757135801748896
2006-08-18,125.35,0.031854214902014455,0.0002167786720382013
2006-08-21,125.66,0.002470022370498093,0.0001814141438187884
2006-08-22,124.0,-0.013298281369763743,0.0001922724053519591
2006-08-23,124.2,0.0016116038943412292,0.000151322456808546
2006-08-24,123.75,-0.0036297680505787966,0.00014383334844009742
2006-08-25,125.01,0.010130332653671914,0.00014740165253783723
2006-08-28,122.64,-0.019140499538912614,0.00016227251026266614
2006-08-29,126.53,0.031226199637613306,0.0001976079281276545
2006-08-30,125.52,-0.008014325776395381,0.0002020545400760287
2006-08-31,123.22,-0.018493732838352095,0.00020328604780947917
2006-09-01,124.59,0.011056970724347082,0.00019701898480895493
2006-09-05,124.31,-0.002249900507147906,0.00019037002789590104
2006-09-06,123.09,-0.009862650681419005,0.00019687167690896185
2006-09-07,121.66,-0.011685526229645582,0.0002037725279350311
2006-09-08,124.34,0.021789479948632007,0.00021943258162082912
2006-09-11,125.99,0.013182789881347468,0.00020670144259738143
2006-09-12,126.42,0.003407158321613757,0.00019728598635955242
2006-09-13,120.44,-0.04845799343061952,0.0003176134430317974
2006-09-14,119.47,-0.008086409784400672,0.0003212591242237397
2006-09-15,135.25,0.12405962389745895,0.0010169728543948059
2006-09-18,127.35,-0.06018571630112568,0.0012126532778114528
2006-09-19,125.03,-0.018385492918556956,0.0012290818788067267
2006-09-20,122.71,-0.01872986051845249,0.0011983456287838873
2006-09-21,119.68,-0.025002333762288664,0.0012236574530591396
2006-09-22,118.86,-0.006875184287652658,0.0012187536175800957
2006-09-25,120.75,0.01577596259416758,0.0012326430459359274
2006-09-26,121.64,0.007343570276481692,0.0012356612380495912
2006-09-27,118.43,-0.02674379407576044,0.0012591447050217018
2006-09-28,118.21,-0.0018593649711178273,0.0012452623872296511
2006-09-29,120.09,0.01577875791030614,0.0012077091358123134
2006-10-02,119.8,-0.002417775991243154,0.0012061267556530615
