Date,SPX Index_Close,SPX Index_LR,SPX Index_RV_22,RTY Index_Close,RTY Index_LR,RTY Index_RV_22,USGG10yr_Close,USGG10yr_LR,USGG10yr_RV_22,MOVE_Close,MOVE_LR,MOVE_RV_22,SX5E_Close,SX5E_LR,SX5E_RV_22,HSI_Close,HSI_LR,HSI_RV_22,GC1_Close,GC1_LR,GC1_RV_22,EURUSD_Close,EURUSD_LR,EURUSD_RV_22,vvix_Close,vvix_LR,vvix_RV_22,vix3M_Close,vix3M_LR,vix3M_RV_22,NAPMPMI_Close,NAPMPMI_LR,NAPMPMI_RV_22,CPI YOY_Close,CPI YOY_LR,CPI YOY_RV_22,FF1_Close,FF1_LR,FF1_RV_22,GVZ_Close,GVZ_LR,GVZ_RV_22,USYC2Y10_Close,USYC2Y10_LR,USYC2Y10_RV_22,SKEW_Close,SKEW_LR,SKEW_RV_22,CDX HY CDSI GEN 5Y SPRD Corp_Close,CDX HY CDSI GEN 5Y SPRD Corp_LR,CDX HY CDSI GEN 5Y SPRD Corp_RV_22
2012-08-09,1402.8,0.0004135442943473677,7.978356130107256e-05,802.901,0.003415961761263908,0.00014030520234099695,1.6881,0.023373951572618568,0.0008960027996167216,73.7,-0.02014843176050274,0.0013392638741663483,2437.04,0.0019550990759382714,0.00038402245183279083,20269.47,0.010112893949967727,0.00015542416566331006,1617.1,0.002600620660761166,5.969362270185399e-05,1.2306,-0.004782952655080996,3.587660340157384e-05,83.91,-0.015021868613088962,0.0015882461275363543,18.23,-0.019017144695120614,0.00160516199721731,,,,,,,99.855,0.0,9.281819337312338e-10,16.19,-0.0036991410862023955,0.0012945726932850974,141.492,0.027805047383477444,0.0008973892196172238,119.84,0.03809984623226992,0.0005638943401504528,551.268,0.005814414110348665,
2012-08-10,1405.87,0.00218608894788197,7.957620967221256e-05,801.549,-0.0016853131228833362,0.00013970794032173149,1.6573,-0.018413863977844613,0.0009200067810955252,70.1,-0.0500800051547472,0.0014866363661906964,2423.22,-0.005686953885818191,0.00038801544500421964,20136.12,-0.0066005958159518485,0.0001587858767042719,1619.7,0.0016065253084533992,5.903186468117656e-05,1.2289,-0.001382395015838228,3.593822288500894e-05,84.83,0.010904457937664702,0.0015828661259262636,18.14,-0.00494914400358093,0.0015764023714072626,,,,,,,99.855,0.0,9.281819337312338e-10,16.16,-0.0018547145965945866,0.0012022235145502953,139.556,-0.013777223982307518,0.0009105404505739911,117.89,-0.016405533464872946,0.0005625377684293808,552.893,0.0029434134572889903,
2012-08-13,1404.11,-0.0012526781188118008,7.76643580231432e-05,799.487,-0.002575833572886488,0.0001394527315717713,1.6642,0.004154755336831184,0.0008677830504435793,67.2,-0.04224954651144053,0.0015816144811723431,2415.96,-0.003000510601735229,0.0003835393212031898,20081.36,-0.002723195677141632,0.00013557473155951727,1609.6,-0.006255245986930724,5.876286288173858e-05,1.2332,0.0034929567214437296,3.590262678879808e-05,89.58,0.05448282695951079,0.0017451632155109189,18.07,-0.003866340082853359,0.0015416377902970032,,,,,,,99.855,0.0,9.281819337312338e-10,15.13,-0.06585952529268502,0.0013440151389371862,139.819,0.0018827746053950989,0.0008581344030226901,121.65,0.03139608292549578,0.0006000780630044037,554.523,0.002943791993468281,
2012-08-14,1403.93,-0.00012820330212282016,6.794303091190891e-05,796.882,-0.003263659357275017,0.00013049656034217462,1.7378,0.043275417938776095,0.0009325879841452056,67.9,0.010362787035546717,0.0015832917845470427,2432.29,0.006736476771920685,0.00037894706099070525,20291.68,0.01041892820493473,0.00013843558280955676,1599.4,-0.006357142007630934,4.87042583760368e-05,1.2322,-0.0008112274315250634,3.5422785300738365e-05,94.33,0.05166719188260771,0.0017845579977966734,18.51,0.02405802198126894,0.0014036815973242644,,,,,,,99.8575,2.5035989235533407e-05,9.349630457637057e-10,14.96,-0.011299555253933224,0.0012971750751387397,146.362,0.04573427598779212,0.0009167695313833856,122.05,0.0032827276094371527,0.0005730130408525743,553.75,-0.0013949633805925288,
2012-08-15,1405.53,0.0011390090430039024,6.721223124309244e-05,804.259,0.009214743984789386,0.00013300262889182003,1.8155,0.043740966449284824,0.0009760110192319398,73.0,0.07242340658374058,0.0017916885287797167,2430.39,-0.00078146211418062,0.0003777270493437777,20052.29,-0.011867588124173878,0.00014817314985129053,1603.7,0.0026849006169733514,4.896691600132663e-05,1.229,-0.002600359014435394,3.563460089441785e-05,97.95,0.037657871728788095,0.001797774971300245,18.86,0.018732150619904964,0.0014157073122573562,,,,,,,99.86,2.503536245068716e-05,8.806687600626346e-10,14.87,-0.006034212074267575,0.0012829393335568127,152.906,0.04374034850588515,0.0009710087763760868,119.89,-0.01785614111940692,0.0005291699223105696,558.182,0.007971752716318115,
2012-08-16,1415.51,0.007075434332494801,6.705071450340946e-05,813.076,0.010903229506825873,0.00013766082105765395,1.8346,0.010465562221164793,0.0009660194758887045,77.1,0.05464383942089235,0.0018871910469592298,2456.53,0.010698046747588563,0.0003791812431131299,19962.95,-0.004465306140636116,0.00013829978638719732,1616.1,0.007702379839835238,5.123695535824873e-05,1.2356,0.0053558514783917655,3.6810754514554854e-05,95.65,-0.023761448504287408,0.001824009531375396,18.55,-0.0165734881518671,0.0013701357114735007,,,,,,,99.8625,2.5034735697815336e-05,8.793077005439091e-10,15.17,0.01997403288837729,0.0013145596168620312,154.194,0.008388196367057787,0.0009666610040015135,121.94,0.016954464760107868,0.0005270852178895747,546.616,-0.02093852914768668,
2012-08-17,1418.16,0.0018703665370596312,6.582992256843192e-05,819.889,0.008344379128306656,0.0001385457655447186,1.8105,-0.013223423869859308,0.0009739344168104537,74.0,-0.04103818736511311,0.0019075720370140175,2471.53,0.006087607019261476,0.0003734663912519802,20116.07,0.007640942566917275,0.00013231807545279806,1616.3,0.00012374706116524692,4.339976247394067e-05,1.2334,-0.0017820984870341727,3.694951304837811e-05,95.02,-0.006608300127487254,0.0018254013127671322,18.35,-0.010840214552864769,0.001374354802332724,,,,,,,99.8625,0.0,8.793077005439091e-10,14.7,-0.03147229957575037,0.001334766744967749,152.314,-0.012267370355442786,0.0009852035180891098,123.79,0.015057461064048816,0.0005320997519355685,540.682,-0.010915239273544763,
2012-08-20,1418.13,-2.1154395354550104e-05,6.584815381191421e-05,816.506,-0.004134704419879398,0.0001387859139239803,1.8053,-0.002876267263083543,0.0009800381681467555,70.2,-0.052716782172404386,0.002062004615313627,2466.32,-0.002110230943983993,0.0003739678531425153,20104.27,-0.0005867678064657156,0.0001221006748077176,1620.1,0.002348289300608819,4.232708728692565e-05,1.2346,0.0009724474024029595,3.6967103802226865e-05,96.64,0.016905338427729788,0.00183673817946608,18.59,0.012994227232773436,0.0013698485483122256,,,,,,,99.8625,0.0,8.806605379816614e-10,14.78,0.0054274217353649234,0.0013150211791857196,152.18,-0.000880148762539612,0.000984925715733578,125.84,0.01642467720630325,0.0005116889177326993,534.009,-0.012418612903679183,
2012-08-21,1413.17,-0.0035036944682849125,6.061616102453113e-05,815.357,-0.0014082066814147254,0.00012919311630307448,1.7984,-0.003829402243240465,0.0008984741238586044,70.0,-0.002853068982406448,0.0020648860187411707,2490.27,0.009663977208316687,0.00032461776661964783,20100.09,-0.00020793764731230624,0.00012175399782888566,1639.9,0.012147388633027667,4.785780108583463e-05,1.2473,0.010234184171868027,3.568554191330828e-05,97.41,0.007936140596359387,0.001600577261180793,18.8,0.01123306810255098,0.00123353858025018,,,,,,,99.8625,0.0,8.155071904748664e-10,16.29,0.09727650709389835,0.001798985101065879,151.064,-0.007360442669099854,0.0009259923198019884,129.99,0.03244626566990583,0.000536916226220146,537.531,0.006573740006563966,
2012-08-22,1413.49,0.00022641562930569847,5.5177163849776334e-05,812.563,-0.00343260448108218,0.00011543962879252089,1.6916,-0.061222554101038384,0.0010889034027267385,66.8,-0.04679216150675902,0.002191921705995961,2452.73,-0.015189448417656237,0.0002973237001823397,19887.78,-0.01061881990667679,8.041326650672084e-05,1637.4,-0.0015256464070514397,4.7114483787524984e-05,1.2529,0.004479649119843443,3.512929991728365e-05,99.14,0.01760411780956339,0.0014054941451051707,19.42,0.03244659302727504,0.0010001545121892546,,,,,,,99.8625,0.0,8.08719147690422e-10,17.15,0.05144675099799478,0.0015903281859430951,143.196,-0.05348926690375766,0.001032895778363712,125.32,-0.036587058335936895,0.0005753561798340184,540.046,0.004667888358136807,
