Date,Close,LR,RV_22
2006-01-04,689.271,0.007585960550109405,
2006-01-05,691.789,0.003646478487701721,
2006-01-06,699.404,0.010947547973434446,
2006-01-09,706.259,0.009753481941490172,
2006-01-10,711.01,0.006704468659656904,
2006-01-11,711.21,0.0002812504413078898,
2006-01-12,706.81,-0.006205856223885142,
2006-01-13,708.461,0.0023331231247301076,
2006-01-17,703.639,-0.006829571195686945,
2006-01-18,703.794,0.00022025915354628722,
2006-01-19,714.958,0.01573810000797593,
2006-01-20,704.616,-0.014570826141228288,
2006-01-23,707.832,0.004553803832139103,
2006-01-24,718.035,0.014311536977414718,
2006-01-25,716.464,-0.0021903126151618935,
2006-01-26,728.497,0.016655505812895655,
2006-01-27,732.235,0.005117993114934549,
2006-01-30,730.885,-0.001845372058488337,
2006-01-31,733.215,0.003182845388985278,
2006-02-01,735.497,0.0031074871538319115,
2006-02-02,726.265,-0.012631499177674144,
2006-02-03,724.232,-0.002803178953482366,6.943076248612906e-05
2006-02-06,727.906,0.005060135936648891,6.851986104428172e-05
2006-02-07,717.197,-0.014821360192147637,8.196917897154772e-05
2006-02-08,721.173,0.00552849423576518,7.850013000618823e-05
2006-02-09,718.181,-0.004157426608776937,7.622009272804766e-05
2006-02-10,717.149,-0.001437997084759779,7.462463403774499e-05
2006-02-13,710.55,-0.009244311292956553,7.884837629099206e-05
2006-02-14,719.721,0.012824318874704588,8.413863549854787e-05
2006-02-15,725.115,0.007466626052822889,8.607489371521375e-05
2006-02-16,731.934,0.009360082996475505,8.582998500115178e-05
2006-02-17,730.959,-0.0013329753363606756,8.617215493551571e-05
2006-02-21,726.798,-0.0057087858959459226,7.844995509911824e-05
2006-02-22,733.548,0.009244450385189396,6.948854937706254e-05
2006-02-23,732.463,-0.0014802074446977898,6.957771418753905e-05
2006-02-24,736.62,0.005659327750745291,6.246868579262614e-05
2006-02-27,740.65,0.0054560236072571655,6.268535885565733e-05
2006-02-28,730.656,-0.013585418274970174,6.063116911356606e-05
2006-03-01,742.365,0.01589827521101661,7.103015390875811e-05
2006-03-02,740.174,-0.002955742270690287,7.134738623514001e-05
2006-03-03,738.456,-0.0023237737271513126,7.135754290143219e-05
2006-03-06,731.176,-0.009907323122115841,7.56064185130209e-05
2006-03-07,721.072,-0.013915203241264607,7.719287451191388e-05
2006-03-08,721.855,0.0010852940957590818,7.696284857986675e-05
2006-03-09,718.294,-0.004945331708602119,7.654906940413175e-05
2006-03-10,726.362,0.011169557153349885,7.206284251997668e-05
2006-03-13,728.054,0.002326708126578758,7.101900252356612e-05
2006-03-14,736.118,0.011015210695008548,7.485177741181838e-05
2006-03-15,742.954,0.009243699665274718,7.743448565403576e-05
2006-03-16,743.812,0.0011541830997590097,7.160317387072667e-05
2006-03-17,746.112,0.0030874082530161218,6.594866505654271e-05
2006-03-20,745.641,-0.0006314718531159613,6.443338616876339e-05
2006-03-21,736.118,-0.012853819164933888,6.974531051969838e-05
2006-03-22,744.866,0.011813904464980318,7.560828930873777e-05
2006-03-23,747.619,0.003689153488746655,7.374652529610072e-05
2006-03-24,753.848,0.008297266255013369,7.306919609814037e-05
2006-03-27,754.047,0.000263944109046399,7.275548519609317e-05
2006-03-28,751.29,-0.0036629712584463903,7.285317972952373e-05
2006-03-29,764.192,0.01702733746993168,8.39642328774599e-05
2006-03-30,762.611,-0.0020709948370258857,7.353303039872014e-05
2006-03-31,765.155,0.0033303560248736375,6.401222812203286e-05
2006-04-03,759.239,-0.0077618118427533744,6.70441600429671e-05
