RTY_ST_True_test,RTY_ST_11_pred
0.0003181249055671,0.0002922581
0.0003188107182234,0.00029712962
0.0003129150615232,0.0002889041
0.0003138907537644,0.00027857773
0.0003223290200443,0.00028180575
0.0002962859267779,0.00028850551
0.0002891138855086,0.00027719117
0.0002777349349494,0.0002650906
0.0002731996228865,0.0002757868
0.000264054829585,0.00026205363
0.0002489812698179,0.00024798673
0.00022879512219300003,0.00023520467
0.00023155677825120003,0.00023775907
0.0002053100113021,0.00022376707
0.0002102307212837,0.00021261838
0.0001581135801605,0.0002060873
0.0001512592874418,0.00018686758
0.0001514859920916,0.00017186523
0.0001498451975927,0.00015690102
0.0001397106688147,0.00016528432
0.0001254830120984,0.00015239748
0.0001286695579924,0.00014302027
0.00011673247008779999,0.00013403311
0.00011714208416110002,0.00012211702
0.0001168347564808,0.00011660339
0.00011039119241569999,0.00011183605
0.00010430103688840001,0.00010564922
0.0001196564239444,0.000101391175
0.0001221270377781,0.00012255526
9.132352265834952e-05,0.000119668715
0.0001049880818364,0.000108860186
0.00011110494827140001,0.00011968311
0.0001640686258891,0.000121313
0.0001612251471141,0.00018978152
0.000160728419093,0.00018718389
0.0001590773681279,0.00017323112
0.0001561152128398,0.00016224089
0.0001611859384325,0.00016439523
0.0001666175001443,0.00016445931
0.000183851698805,0.0001724806
0.0001735346163672,0.0001900169
0.000170067096785,0.0001839232
0.0001741298203768,0.00017265687
0.0001740740536124,0.0001761048
0.0001751515931242,0.00017280964
0.0001783630100486,0.00016821608
0.0001990282645691,0.00016991865
0.0001978797959149,0.00020272599
0.0002094336608435,0.00019430656
0.0002092692927134,0.0002164825
0.00020964250606500003,0.00023095719
0.0002078327735785,0.00021916625
0.00020291741270069997,0.00020645274
0.0001978088237152,0.00020868429
0.0001630823791451,0.00020167677
0.0001540538674951,0.00020167943
0.0001574768449997,0.00018077639
0.0001570101198775,0.00017412043
0.0001501109324474,0.0001625299
0.0001488345793443,0.00015238457
0.0001428622342552,0.00015069565
0.0001412972517339,0.00014866832
0.0001544387089535,0.00015796754
0.0001579391638398,0.00015955696
0.000155990590531,0.00016007235
0.0001731678419219,0.00016234787
0.0002378544461348,0.00016873742
0.0002335663619137,0.00024102039
0.0002525812456975,0.00023383963
0.0002742204562576,0.00025534088
0.0002686221074114,0.0002792078
0.0002846602179989,0.00028180884
0.000299940399731,0.00031922848
0.0003006652779974,0.00031555907
0.0003066152549632,0.00030407935
0.0003163258826326,0.000303328
0.0003197700558371,0.00030322614
0.0003209155825803,0.0003059292
0.0003153360275272,0.00029124224
0.0003297917195088,0.00028812798
0.0003314994420379,0.0002985734
0.0003667612421552,0.00029787174
0.0003656760776567,0.0003230879
0.000354130085278,0.00032488958
0.0003924987158021,0.0003268838
0.0004097844138042,0.00037243095
0.00042996536469519996,0.00040566453
0.0004255198619299,0.00040987364
0.00039390204364519993,0.00040690927
0.0004072592851799,0.00042764217
0.0003739670462261,0.0004165354
0.0003613598475107,0.00039530089
0.0003536563213757,0.00037931593
0.0003180666757235,0.00036061998
0.0003125898068482,0.00033977182
0.0003147305954026,0.0003349395
0.0002999346173624,0.00031971207
0.0002874737540845,0.00030443634
0.0002656643761868,0.00029202073
0.0002695035577191,0.00027500567
0.0002711229194432,0.00026319892
0.0002569073183824,0.00025118465
0.0002611735016622,0.00023984456
0.00023589384084710002,0.00024358962
0.0002594782769093,0.0002489585
0.0002551376031071,0.00025269538
0.0002112344517821,0.0002467204
0.0001934177916412,0.0002357132
0.0001680907763401,0.00021972878
0.0001522233840105,0.00019951948
0.0001190313950103,0.00018053918
0.0001147634480385,0.00016151092
0.0001085011007422,0.00015377307
0.0001064042170014,0.00013691206
0.0001060909633925,0.0001344986
0.0001050281758763,0.00012451819
9.927817150291698e-05,0.000114603914
0.0001263748531112,0.00010910185
0.0001265202745947,0.00013680191
0.0001698344508276,0.00013290595
0.0001842864805182,0.00018776933
0.0002074717359008,0.00018411885
0.0002058699818093,0.00020254299
0.00020706389793860003,0.000198648
0.0002032314226887,0.00020404402
0.00018982640734260003,0.00020506582
0.0001639229205129,0.00019605373
0.0001650470003214,0.00018247677
0.0001570959851235,0.00017312604
0.0001732534257208,0.00017219556
0.0001787957675402,0.00017344467
0.0001788439284164,0.00017081792
0.0001826901566124,0.00016906443
0.0001736040947666,0.00016870078
0.0001760091309896,0.00016458912
0.0001688467575245,0.00016781788
0.0001758428298552,0.00016254462
0.0001791310110543,0.00016278999
0.0001752064779364,0.00016244223
0.0001487309016907,0.00016519667
0.000151429934103,0.00016126882
0.0001105636743004,0.00015588845
9.75543932832268e-05,0.00014303919
7.015712110259459e-05,0.00012949301
7.776201572136534e-05,0.00011366902
9.903404945891136e-05,0.000110873436
0.00011406507341009999,0.0001259192
0.00011271165935239999,0.00012431586
0.0001121248040639,0.00011715587
0.00011611614262199998,0.00011175271
0.00011314001431250001,0.000111075635
9.601085486174519e-05,0.00010826635
9.236874772505306e-05,0.0001058717
9.231343580986717e-05,0.00010354488
8.900898670956434e-05,9.783383e-05
9.38436955959674e-05,9.3634306e-05
9.917127263567963e-05,9.794698e-05
0.00010251084764009999,0.00010679324
9.78958780706222e-05,0.00011097305
0.00011797764530469999,0.000112956
0.00011503797952589998,0.00011731714
0.0001255607748561,0.000112739544
0.0001313218441135,0.00013179558
0.0001287292930037,0.00014700787
0.0001311738101028,0.00014297104
0.0001363070633275,0.00014985265
0.0001731295028908,0.00016038705
0.0001648414303079,0.0001747424
0.000156263032513,0.00017227353
0.0001578106557724,0.0001809408
0.0001588573524047,0.00016950555
0.000156779049223,0.00016183055
0.0001699690002016,0.00016636217
0.0001711701226204,0.00016546789
0.0001701535317214,0.00016220595
0.00017054380295,0.00016364985
0.0001695420064678,0.0001639781
0.0001693429785977,0.0001601243
0.0001768576772342,0.00016735095
0.000174560866506,0.00016930528
0.000173422419106,0.00016521786
0.0001504159730176,0.00016560381
0.0001516722856561,0.00015649307
0.0001380413911869,0.00015041238
0.0001338043628026,0.00014415898
0.0001372802528216,0.00014364801
0.0001402397029042,0.00014421428
0.0001380798614824,0.00014881714
9.900276968422736e-05,0.00014876762
9.853110935383848e-05,0.00014329185
0.00010524651592500002,0.00013181572
0.00010773263283250002,0.00012600236
0.00010707498503520001,0.00011819616
0.00011011150494980001,0.00011146992
0.0001300249220685,0.00011577401
0.0001281679233884,0.00012706175
0.0001275179032048,0.00012651595
0.0001279995941317,0.00012317563
0.0001280082962454,0.00012080474
0.0001256711135504,0.00011906247
0.0001127098729844,0.000120460114
0.0001174013046918,0.00012006421
0.0001158634862676,0.00012593112
0.00011951140133710002,0.00011962503
0.0001198268171065,0.00012414865
0.000127298977301,0.00011875321
0.0001282018015413,0.00013001662
0.000124456108388,0.00012599913
0.00011762276051049999,0.00012153934
0.0001428191178858,0.00011545386
0.0001373552531211,0.0001476464
0.0001315212167481,0.00013843022
0.0001293136100481,0.00013548257
0.0001262279246697,0.00013472553
0.0001342733226719,0.00013123073
0.0001520497502348,0.00013059212
0.00011875917129029998,0.00015650615
0.00012047144572630002,0.00014238116
0.000133969830448,0.00013999079
0.0001371419271442,0.0001381428
0.0001374984793172,0.00014259525
0.0001360871692874,0.00013553773
0.0001451860737025,0.00013509927
0.0001415841266273,0.00013744712
0.0001427112382596,0.00013909208
0.0001403197700215,0.00013894307
0.000139148097076,0.0001347844
0.0001389325796125,0.00013096181
0.0001345271927307,0.00013250427
0.0001344543286221,0.00013029482
0.0001347887311894,0.00012614198
0.00010652962584209998,0.00012331118
0.0001065226178082,0.00011462058
9.865156961068092e-05,0.0001074706
8.851034664975783e-05,0.00010132939
9.02918139218258e-05,9.5025076e-05
9.746874780261545e-05,9.363669e-05
8.911287948676409e-05,0.00010984246
8.921632173930269e-05,0.000110031615
0.00011044342661189998,9.776827e-05
9.669648487241216e-05,0.0001120178
0.0001017251276763,0.00010005049
0.000100651944313,0.00010100261
0.00010426499620370001,9.597961e-05
9.235146750106482e-05,9.6682634e-05
9.463246773250313e-05,9.136993e-05
0.00010988421208889998,9.235711e-05
0.0001092735865767,0.00010744093
0.00010896884525150001,0.00010299186
0.0001035399108648,9.979784e-05
0.000102712323579,9.973517e-05
0.00011143386934019998,9.602692e-05
0.0001135614080961,0.000105355495
0.0001171786501021,0.00010703362
0.0001186642090276,0.000111969086
0.0001182956770082,0.00011215165
0.00011528801743020001,0.00010978336
0.0001723915955412,0.00010610902
0.0001567879533674,0.00017766023
0.0001547738094509,0.00016179222
0.0001739723156987,0.00017672747
0.00019084131621350002,0.00020474545
0.0002046819556671,0.00020591835
0.0002222576542118,0.00022959932
0.0002509657333291,0.00022100974
0.0002520552762037,0.00022706317
0.0002676722860574,0.00022035388
0.0002630115149065,0.00025420042
0.0002512511654962,0.00024500318
0.0002512122887501,0.000251077
0.0002702904861784,0.0002482614
0.000277907039547,0.00024669533
0.0002874436686808,0.00026767157
0.0002842316364759,0.00025871268
0.0003290258007449,0.00026980424
0.0003302074663777,0.00029142638
0.0003338145312598,0.00028350044
0.00033827004725,0.00028153995
0.0003393194380712,0.0002820396
0.0002792576749822,0.0002855521
0.0002791534527957,0.0002698426
0.0002656853825323,0.0002587529
0.0002504319326515,0.00024807226
0.0002096601089964,0.00023996826
0.0002492122034662,0.00022133568
0.00022397066367979999,0.00026286152
0.0001995670164555,0.00023709856
0.00019412163453030003,0.00022594615
0.0001839240325919,0.00020882468
0.0001864535307037,0.00019491202
0.000184194316105,0.00018913955
0.0001832985925599,0.00018435689
0.000202246740377,0.00017597081
0.0002015195643169,0.00021581487
0.00020316137558410002,0.00021765383
0.0002074150261794,0.0002259394
0.00019161905998679997,0.00023128522
0.00019060078508190001,0.00022139266
0.000188498549805,0.00021745573
0.0001953806537797,0.00021282319
0.00022288963588609997,0.000229691
0.0002775415909816,0.0002222435
0.0002879250006158,0.00024759292
0.0002891758922147,0.0002446091
0.0002929256082679,0.0002501812
0.0002984042706749,0.00026921314
0.0002486841571378,0.0002623932
0.0002647348308289,0.00024737875
0.0002787760211424,0.00024713547
0.0002863586183463,0.0002510884
0.0002829319008019,0.00025949941
0.000280465459277,0.00025957127
0.0003162125630649,0.0002550137
0.0003165831466093,0.0002704117
0.0003033039794677,0.0002693558
0.0002971874910427,0.00028545145
0.0002943979270105,0.00028148538
0.0002983553695293,0.0002822305
0.0003005104554237,0.00028846288
0.0003169146237956,0.000289105
0.0003140708861436,0.0002911339
0.0003231277488188,0.0002817682
0.000317983279101,0.00029375948
0.0002709813461981,0.00029636847
0.000270158583896,0.0002841406
0.0002933022427319,0.0002791866
0.000287449997129,0.00029658762
0.0003134272256062,0.00027870364
0.0003099607053029,0.0002861096
0.0003021301893678,0.0002773749
0.0002948453667634,0.00028264822
0.000298435264346,0.00028974167
0.00033966082125,0.0002808198
0.0003508859341706,0.00029818024
0.0003172801433937,0.0003001467
0.0003208789572259,0.00029076563
0.0002999714832911,0.00028849425
0.0003124043816025,0.00027917427
0.0003077524681725,0.0002865372
0.0002941767647137,0.0002796864
0.0002606944847251,0.00026964495
0.0002662958113215,0.00025563294
0.00028588053071,0.00026123985
0.0002712113863611,0.00026777375
0.0002517334559811,0.00026638835
0.0002440441926066,0.0002565734
0.0002625927171474,0.00023839851
0.0002493061099062,0.00025628376
0.0002482867794463,0.0002561883
0.0002187534144035,0.0002426462
0.0002204098430991,0.0002320178
0.0002112384628482,0.00022414916
0.00021269392921590002,0.00021306123
0.00020666482575879997,0.00020974256
0.000165284612282,0.00020610445
0.0001739777711611,0.00019253755
0.0001704690484527,0.00019005357
0.0001874723219116,0.00017674798
0.0002064282190233,0.00019249228
0.00019484076079,0.00020639793
0.0002290510696845,0.0001988909
0.00022895252736899996,0.00023311484
0.0002497805029877,0.00022703798
0.000246008969832,0.00023472366
0.0002362276864146,0.00025474283
0.0002372195694257,0.0002478263
0.0002733566790404,0.00024205362
0.0003325454391909,0.00025047266
0.000311182796579,0.00030904487
0.0003616623595796,0.00031683917
0.0003622342505802,0.00036263253
0.0003751607390423,0.00036146096
0.00038829639975300007,0.00037289326
0.00044304871409770006,0.0003709086
0.00042975150603549993,0.00038305685
0.00048103711490840004,0.00038897694
0.0005228176680196,0.00040375383
0.0005049686378946,0.00044082105
0.0005049509687958,0.00044516957
0.0004951184316204,0.00044698842
0.0004779924423641,0.00044474442
0.0004982678146805,0.00044766278
0.0004838183454543,0.0004446517
0.0005158400948322,0.00044064148
0.0005007932730267,0.00044518846
0.0004791116792802,0.00044730358
0.00049212588945,0.0004403471
0.0004876434110923001,0.00043826655
0.00044866323635380005,0.0004356047
0.0003989056456471,0.00042360715
0.00040414451535230006,0.00040400887
0.0003677950435737,0.0003940296
0.0004036593228991,0.00038243821
0.0004961169941657,0.00038740388
0.0004815332405555,0.00043959703
0.0004367496408298,0.00044230325
0.0005270054563152,0.00043430692
0.00047944154034789993,0.00048792167
0.0004521192289143999,0.00047523636
0.0004499783640923,0.00045316273
0.0004581371588572,0.0004424091
0.0004928444895955,0.000435526
0.0004874200054211,0.00044080947
0.00047675579036030003,0.00044487175
0.0004562844529372,0.00044998567
0.0004244115562242,0.00044542618
0.0004286539979552,0.0004323539
0.00043283596023809993,0.00042139034
0.0004104716456123,0.00041341942
0.00044085005686,0.0004041279
0.00044006585054520004,0.0004055014
0.0004432386487191,0.0004030293
0.0004314089112083,0.00040993703
0.0004060567593649,0.00040522154
0.0003718510658019,0.00039517457
0.0002834144085414,0.00038286464
0.0002837836469742,0.00035327428
0.0003219040254466,0.0003305002
0.0002372550896483,0.0003299164
0.0002282269171452,0.00030628493
0.000228763907149,0.00028745923
0.00022909632494710002,0.0002772692
0.0002239099496028,0.00026605904
0.0001990166728724,0.00025808896
0.0002037907146901,0.00024804025
0.00019071379846770001,0.00024209605
0.00018884973866899998,0.000232811
0.00018973375149509996,0.00022490011
0.0001836094089886,0.0002190217
0.0001797414900669,0.00021400944
0.0001795877843591,0.00020875601
0.0001482944452586,0.00020395659
0.0001630434708046,0.00019358454
0.0001748870940702,0.00019297357
0.0001751429199919,0.00019625099
0.0001834425064839,0.00019490627
0.0001815332715279,0.00019828296
0.0001645642898901,0.00019730019
0.0001870869451816,0.00017490044
0.000138706827602,0.00018164201
0.0001615627110404,0.00016861912
0.0001864454297525,0.0001747042
0.0001695636648911,0.00020048147
0.000170620715675,0.0001977441
0.0001723679249219,0.00019571217
0.0002063528454432,0.000180866
0.00020493006807960004,0.00021219855
0.0002133633316106,0.00021716021
0.00021340694812390002,0.0002248565
0.00021700993619520003,0.00022806396
0.00021399899350119998,0.00023228566
0.0002148121950652,0.0002334153
0.0002406926404766,0.00022492008
0.0002440326381041,0.00024105574
0.0002470813546173,0.00023559798
0.0002312042699664,0.00023945075
0.0002911548802309,0.00023662666
0.0002855646223955,0.00027051166
0.0002845782128704,0.0002762899
0.0002865113879903,0.0002810024
0.0002700454997182,0.00028612826
0.0002735246489758,0.00028295242
0.0002491524838652,0.00028409154
0.00023904880663,0.0002789795
0.0002555127916739,0.0002756379
0.0002564331160568,0.00027871056
0.0002568248091136,0.000278255
0.0002602976840269,0.000275049
0.0002719684715356,0.00027661005
0.0002632374212439,0.00028383607
0.000301917898468,0.00028228454
0.0003684703613175,0.0002899902
0.0003691779919018,0.00031225747
0.0003680682086698,0.00032672237
0.0003720227787768,0.00033600762
0.0003673290899407,0.0003502628
0.0003504959859708,0.00035288042
0.0003421843489467,0.0003486111
0.0003135778214599,0.0003431049
0.000334635389851,0.00033280652
0.0003853527035877,0.00033603652
0.00038841471126910005,0.00034553677
0.00039192415704739997,0.00035130588
0.0003930959374209,0.0003601591
0.000411957685873,0.00036567537
0.0003975417307727,0.0003720493
0.00040699711833610007,0.00037178618
0.00040470583067370007,0.00037486758
0.0003989298804314,0.00037433355
0.0003566134963629,0.00037200286
0.0003420304132442,0.00036166166
0.0003422250724064,0.0003491046
0.0003621496539148,0.00033993844
0.0002922241673438,0.00034674146
0.0002953060244651,0.00032947815
0.0002950157039546,0.0003171838
0.0002652005761858,0.0003081057
0.0003032310328792,0.00029480888
0.0004384787418458001,0.0002995243
0.00043858896572610006,0.0003350581
0.0004168452378148,0.00035602492
0.0003971303400679,0.00036873025
0.0003685837100713,0.00037161846
0.0003655924611103,0.00037064886
0.0003555209464309,0.0003657546
0.0003545530396452,0.00035827103
0.0003348920301762,0.00035218502
0.0003345945962412,0.00034154044
0.0003087013456488,0.00033121955
0.0003293615292528,0.00031983154
0.0003292767652715,0.0003242576
0.0003436125240037,0.00032055558
0.0003432437724171,0.00032362636
0.0003440801378722,0.00032444583
0.000323702382488,0.00032512774
0.0003339813593627,0.00032689457
0.0003296560290302,0.00032794918
0.0003305866504012,0.00032572393
0.0003362826727564,0.0003235988
0.0003032331726464,0.00032524427
0.0001698600456344,0.0003170133
0.0001706020710811,0.000281703
0.0001853480317754,0.0002562232
0.0001815894997259,0.00024471906
0.0001649038202513,0.00023240605
0.0001633290641723,0.00022100667
0.0001781385072355,0.00021054762
0.000179585613421,0.00020696581
0.0001781356911341,0.00020674065
0.0001786655575513,0.00020460706
0.0001852662491134,0.00020427509
0.00019771328206069996,0.00020777342
0.0001975140797842,0.00021141594
0.0001673061636305,0.00021312748
0.0001771247308724,0.00020724005
0.0001785824527667,0.0002029968
0.0001642618776733,0.00020204623
0.0001528814510947,0.00019797566
0.0001617900366017,0.00019049847
0.0001656470607334,0.00018765972
0.0001700349106395,0.00018584101
0.000165647356512,0.00018621626
0.0001627744292664,0.00018377829
0.0001745410686564,0.00018053698
