Date,x
2007-03-08,7.049848742515663e-05
2007-03-09,6.815367136451263e-05
2007-03-12,6.38677997697311e-05
2007-03-13,6.0581526583014763e-05
2007-03-14,7.801179602192337e-05
2007-03-15,7.465327590536114e-05
2007-03-16,7.081483903108589e-05
2007-03-19,6.714189123514177e-05
2007-03-20,6.815797639476753e-05
2007-03-21,6.564329163554718e-05
2007-03-22,7.466891071651393e-05
2007-03-23,7.011791830425155e-05
2007-03-26,6.597013927474252e-05
2007-03-27,6.219608692124758e-05
2007-03-28,6.0780019951178185e-05
2007-03-29,6.064798526889048e-05
2007-03-30,5.7977155192699414e-05
2007-04-02,5.514794149480442e-05
2007-04-03,5.267338439330513e-05
2007-04-04,5.335182545122965e-05
2007-04-05,5.08840722539007e-05
2007-04-09,4.8843896711722155e-05
2007-04-10,4.671071952638868e-05
2007-04-11,4.483833914306219e-05
2007-04-12,4.5001576641581386e-05
2007-04-13,4.446631672010392e-05
2007-04-16,4.290342561490928e-05
2007-04-17,4.538736552714991e-05
2007-04-18,4.3694854763830095e-05
2007-04-19,4.204125899429475e-05
2007-04-20,3.982619553976402e-05
2007-04-23,4.176125675996097e-05
2007-04-24,4.069868661426343e-05
2007-04-25,3.941761632653161e-05
2007-04-26,4.167124130450156e-05
2007-04-27,4.031103235142702e-05
2007-04-30,3.9104920803743784e-05
2007-05-01,4.053095893280627e-05
2007-05-02,3.9388487890561633e-05
2007-05-03,3.9189485100344985e-05
2007-05-04,3.840852752770985e-05
2007-05-07,3.7343454476946255e-05
2007-05-08,3.638862877871425e-05
2007-05-09,3.557073552134447e-05
2007-05-10,3.4774533830951546e-05
2007-05-11,3.897233542939514e-05
2007-05-14,3.9418614067397775e-05
2007-05-15,3.881454358739191e-05
2007-05-16,3.8106554834370136e-05
2007-05-17,3.823897015703589e-05
2007-05-18,3.717466633631869e-05
2007-05-21,3.760086247738231e-05
2007-05-22,3.6641823669427264e-05
2007-05-23,3.569626367241959e-05
2007-05-24,3.487971075745255e-05
2007-05-25,3.623933868447726e-05
2007-05-29,3.570971927671502e-05
2007-05-30,3.4995998942690095e-05
2007-05-31,3.514601327756824e-05
2007-06-01,3.471028657290519e-05
2007-06-04,3.4120592050855836e-05
2007-06-05,3.3549358203153533e-05
2007-06-06,3.353038781654932e-05
2007-06-07,3.5145584268181365e-05
2007-06-08,4.102155724952503e-05
2007-06-11,4.260444521091677e-05
2007-06-12,4.102718974024576e-05
2007-06-13,4.307100221672428e-05
2007-06-14,4.813370708261597e-05
2007-06-15,4.634065077732674e-05
2007-06-18,4.527090986843805e-05
2007-06-19,4.452229852260015e-05
2007-06-20,4.264024688696517e-05
2007-06-21,4.730334548629107e-05
2007-06-22,4.5875711769132474e-05
2007-06-25,5.011330914711619e-05
2007-06-26,4.795649120701986e-05
2007-06-27,4.6048837098913506e-05
2007-06-28,4.6026889743397424e-05
2007-06-29,4.393934656009555e-05
2007-07-02,4.2125773431933686e-05
2007-07-03,4.4200345098814946e-05
2007-07-05,4.2478212924784604e-05
2007-07-06,4.078958879520467e-05
2007-07-09,3.947238949399008e-05
2007-07-10,3.799911138893395e-05
2007-07-11,4.3277026516985086e-05
2007-07-12,4.211295796729019e-05
2007-07-13,5.111759431868061e-05
2007-07-16,4.815109100756879e-05
2007-07-17,4.6049825070181466e-05
2007-07-18,4.388655164646806e-05
2007-07-19,4.210842738648742e-05
2007-07-20,4.050281519800628e-05
2007-07-23,4.513470697564803e-05
2007-07-24,4.394842658362421e-05
2007-07-25,5.657972909857574e-05
2007-07-26,5.6883245634025195e-05
2007-07-27,6.119723547348696e-05
2007-07-30,6.236597978779003e-05
2007-07-31,6.272679411523164e-05
2007-08-01,6.680335279654684e-05
2007-08-02,6.64469849759654e-05
2007-08-03,6.650769535348302e-05
2007-08-06,7.166165987085086e-05
2007-08-07,7.460759803726152e-05
2007-08-08,7.418626566024529e-05
2007-08-09,7.495855150831974e-05
2007-08-10,0.00012432846185790968
2007-08-13,0.00011653477564354424
2007-08-14,0.0001124099963396151
2007-08-15,0.0001279523386202176
2007-08-16,0.00014135673639033367
2007-08-17,0.00010476770726468903
2007-08-20,0.00012045973932893232
2007-08-21,0.00011684061415238876
2007-08-22,0.00011164034390868198
2007-08-23,0.000111691169040291
2007-08-24,0.00010993410066373005
2007-08-27,0.00010812035367860633
2007-08-28,0.00011019386538382601
2007-08-29,0.00013378543311845536
2007-08-30,0.00014742899521918428
2007-08-31,0.0001448745721472335
2007-09-04,0.00014677758390095038
2007-09-05,0.00014807595801703008
2007-09-06,0.00014831922214828387
2007-09-07,0.00014632618795257525
2007-09-10,0.00014299054124367156
2007-09-11,0.00013714194565359633
2007-09-12,0.00013907679468750847
2007-09-13,0.00013703588786860706
2007-09-14,0.00012570654569859932
2007-09-17,0.0001221920218151731
2007-09-18,0.00012160014057961788
2007-09-19,0.00014324275356835908
2007-09-20,0.00014192744225942084
2007-09-21,0.00014087436284075056
2007-09-24,0.00013730984487226702
2007-09-25,0.00013294133830465504
2007-09-26,0.00013069088415964517
2007-09-27,0.0001208990503093484
2007-09-28,0.00011071499939424146
2007-10-01,0.00011019388604249463
2007-10-02,0.00011065952497268858
2007-10-03,0.00011029874890043574
2007-10-04,0.00011020299713755392
2007-10-05,8.499044133825046e-05
2007-10-08,0.00011462771172923864
2007-10-09,8.652817313141099e-05
2007-10-10,8.030928325878189e-05
2007-10-11,7.181602973513485e-05
2007-10-12,6.790990474195605e-05
2007-10-15,6.333752432323996e-05
2007-10-16,6.704302667460139e-05
2007-10-17,6.537899020789186e-05
2007-10-18,6.049788286030371e-05
2007-10-19,5.6322583423229237e-05
2007-10-22,0.00011905593979265432
2007-10-23,0.00011834614223267001
2007-10-24,9.646175824781058e-05
2007-10-25,9.132208174526192e-05
2007-10-26,8.481228857548557e-05
2007-10-29,8.949387773870854e-05
2007-10-30,8.52270870974223e-05
2007-10-31,8.510990492604099e-05
2007-11-01,8.667745341489837e-05
2007-11-02,0.00012429757526036446
2007-11-05,0.0001259886009987072
2007-11-06,0.0001251602059208905
2007-11-07,0.00012536077967695706
2007-11-08,0.00013486907297853562
2007-11-09,0.00013430824748774124
2007-11-12,0.00013482126591725014
2007-11-13,0.00013585443290606872
2007-11-14,0.00014003478628177017
2007-11-15,0.00013958921597920297
2007-11-16,0.00014157515713517993
2007-11-19,0.0001410766722855845
2007-11-20,0.000142142448274628
2007-11-21,0.0001412984404702335
2007-11-23,0.00014156999550599632
2007-11-26,0.00014225684014773906
2007-11-27,0.00014469350369657156
2007-11-28,0.00014533674168895584
2007-11-29,0.00015684588969563346
2007-11-30,0.00015658720528908073
2007-12-03,0.00016036942745196336
2007-12-04,0.0001598307657815957
2007-12-05,0.00015971992201116423
2007-12-06,0.00016477942454382643
2007-12-07,0.0001662475443167235
2007-12-10,0.0001656662454981062
2007-12-11,0.0001663277094721716
2007-12-12,0.00016929428206141365
2007-12-13,0.00016888384710516774
2007-12-14,0.00016792344323695083
2007-12-17,0.00016798355008719633
2007-12-18,0.0001729033567015502
2007-12-19,0.0001721426905211343
2007-12-20,0.0001716879319129063
2007-12-21,0.00014935440032945777
2007-12-24,0.00017117863638560168
2007-12-26,0.0001463465684501226
2007-12-27,0.00013555908934695943
2007-12-28,0.00013952147416617823
2007-12-31,0.00013025486319328343
2008-01-02,0.00012309049831814455
2008-01-03,0.00012826293235047338
2008-01-04,0.00011852798281898578
2008-01-07,0.00014953376846733887
2008-01-08,0.000140748742237782
2008-01-09,0.00015145783814254492
2008-01-10,0.00015175358960017112
2008-01-11,0.00014497036833649937
2008-01-14,0.00014647523889600738
2008-01-15,0.00014333803440685775
2008-01-16,0.0001719769369980389
2008-01-17,0.00016189691607598059
2008-01-18,0.0002054305645799288
2008-01-22,0.00019176132970160373
2008-01-23,0.00018591431255627236
2008-01-24,0.0002015799489604412
2008-01-25,0.0001927074385313744
2008-01-28,0.00019632136442996465
2008-01-29,0.00020132415486447317
2008-01-30,0.0001876938642076285
2008-01-31,0.0001745177561181041
2008-02-01,0.00017939396450004864
2008-02-04,0.0001753753588569764
2008-02-05,0.0001702550146957245
2008-02-06,0.00022792713931238254
2008-02-07,0.00021677395196624945
2008-02-08,0.00020912345549377708
2008-02-11,0.0001993612049947175
2008-02-12,0.00018949477485818923
2008-02-13,0.0001812430932068183
2008-02-14,0.0001808731853140793
2008-02-15,0.0001804712647127914
2008-02-19,0.0001674645420570329
2008-02-20,0.0001535555403126292
2008-02-21,0.00014447479412414487
2008-02-22,0.0001436881626519071
2008-02-25,0.00013373385005360086
2008-02-26,0.0001358462206295553
2008-02-27,0.00012481916521356055
2008-02-28,0.00013357715020395573
2008-02-29,0.00012870833848543773
2008-03-03,0.00018104740787134216
2008-03-04,0.00017024134318710375
2008-03-05,0.00016076746690859818
2008-03-06,0.00015917808012992613
2008-03-07,0.0001800148850656121
2008-03-10,0.0001734064233320361
2008-03-11,0.0001761749514224835
2008-03-12,0.0002523106038098301
2008-03-13,0.00023091054219851132
2008-03-14,0.0002242833508048761
2008-03-17,0.00023331403635402462
2008-03-18,0.00022993667130654041
2008-03-19,0.00023162059734692053
2008-03-20,0.0002914781452235295
2008-03-24,0.00025418246614418785
2008-03-25,0.0002546932046410983
