Date,x
2007-03-08,0.00011307785500669187
2007-03-09,0.00011114587287556819
2007-03-12,0.00010858487238339845
2007-03-13,0.00010748203343025234
2007-03-14,0.0001126348710584607
2007-03-15,0.00011283893300905357
2007-03-16,0.00011102701734258107
2007-03-19,0.00010870204282485491
2007-03-20,0.00010834777729073325
2007-03-21,0.00010661079849848039
2007-03-22,0.00011302203742134137
2007-03-23,0.00011109118812595939
2007-03-26,0.00010890392842674148
2007-03-27,0.00010718325621764975
2007-03-28,0.00010620789962807102
2007-03-29,0.00010633102869018851
2007-03-30,0.00010454047804129004
2007-04-02,0.00010345155990843484
2007-04-03,0.00010185513138283367
2007-04-04,0.0001028450031888591
2007-04-05,0.00010139894382206673
2007-04-09,0.00010047823201338653
2007-04-10,9.930516580926505e-05
2007-04-11,9.815629387016206e-05
2007-04-12,9.868008722711467e-05
2007-04-13,9.812600741519464e-05
2007-04-16,9.662904174024564e-05
2007-04-17,9.604910605049104e-05
2007-04-18,9.374372092344739e-05
2007-04-19,9.245967016033089e-05
2007-04-20,9.211628234559646e-05
2007-04-23,9.138369620634045e-05
2007-04-24,8.944669989286319e-05
2007-04-25,8.815185280210059e-05
2007-04-26,8.878038417338421e-05
2007-04-27,7.724041752805621e-05
2007-04-30,7.362858247821543e-05
2007-05-01,7.391689204748514e-05
2007-05-02,7.219841333025933e-05
2007-05-03,7.076669568630334e-05
2007-05-04,6.766075859522502e-05
2007-05-07,6.684682123893322e-05
2007-05-08,6.58220984280425e-05
2007-05-09,6.528068836429514e-05
2007-05-10,6.57130186979678e-05
2007-05-11,7.099445389242903e-05
2007-05-14,7.230432439723433e-05
2007-05-15,7.048612421988221e-05
2007-05-16,7.061229948583561e-05
2007-05-17,7.183149781406785e-05
2007-05-18,7.156932291772883e-05
2007-05-21,7.073063602504735e-05
2007-05-22,7.088676624455393e-05
2007-05-23,7.052800025440453e-05
2007-05-24,7.060101906994301e-05
2007-05-25,7.319868357043909e-05
2007-05-29,7.331348707640739e-05
2007-05-30,7.302604224181596e-05
2007-05-31,7.343150663711623e-05
2007-06-01,7.252853911032873e-05
2007-06-04,7.22729549322517e-05
2007-06-05,7.085855663144606e-05
2007-06-06,7.079058197472052e-05
2007-06-07,6.981444678277571e-05
2007-06-08,7.328106777246001e-05
2007-06-11,7.418971306432131e-05
2007-06-12,7.393986751753578e-05
2007-06-13,7.394291643768358e-05
2007-06-14,7.423804220240931e-05
2007-06-15,7.408984156915062e-05
2007-06-18,7.424878056079136e-05
2007-06-19,7.317384734306342e-05
2007-06-20,7.28923765407623e-05
2007-06-21,7.346988726284476e-05
2007-06-22,7.378808761812305e-05
2007-06-25,7.412897670401483e-05
2007-06-26,7.39224052671856e-05
2007-06-27,7.37074288165618e-05
2007-06-28,7.431767090197384e-05
2007-06-29,7.388476042645208e-05
2007-07-02,7.36088716548449e-05
2007-07-03,7.32370450583195e-05
2007-07-05,7.309837862748863e-05
2007-07-06,7.314626742612327e-05
2007-07-09,7.242528748900165e-05
2007-07-10,7.223893462437111e-05
2007-07-11,7.246996084609163e-05
2007-07-12,7.23551602668501e-05
2007-07-13,7.389527776112241e-05
2007-07-16,7.349856201491911e-05
2007-07-17,7.297543685645186e-05
2007-07-18,7.271647020078445e-05
2007-07-19,7.256196886560652e-05
2007-07-20,7.256293721303237e-05
2007-07-23,7.27203279389994e-05
2007-07-24,7.225299317707027e-05
2007-07-25,7.396828346487677e-05
2007-07-26,7.735836018603218e-05
2007-07-27,7.420572403730973e-05
2007-07-30,7.525481424759157e-05
2007-07-31,7.52399471193698e-05
2007-08-01,7.756590607980241e-05
2007-08-02,7.72304998841138e-05
2007-08-03,7.882834339407015e-05
2007-08-06,8.110891716027231e-05
2007-08-07,8.219378012303639e-05
2007-08-08,8.211025141620789e-05
2007-08-09,8.111309293525881e-05
2007-08-10,9.643877583520309e-05
2007-08-13,9.330176763881621e-05
2007-08-14,8.932380143748459e-05
2007-08-15,9.631379557515314e-05
2007-08-16,0.000107333942400127
2007-08-17,0.00010703065901623196
2007-08-20,0.00012730259585899822
2007-08-21,0.00011780899825375915
2007-08-22,0.00011335881839035929
2007-08-23,0.00011357194772569871
2007-08-24,0.00010701516714349293
2007-08-27,0.00010924730239848171
2007-08-28,0.0001057199125086425
2007-08-29,0.0001297043499359015
2007-08-30,0.00016297422949157242
2007-08-31,0.00015158536387314777
2007-09-04,0.0001481990549696608
2007-09-05,0.00014950289053843862
2007-09-06,0.00014934063850990554
2007-09-07,0.00013850057681812728
2007-09-10,0.00015573572517569702
2007-09-11,0.00014487316350614477
2007-09-12,0.00014484147523561734
2007-09-13,0.00013476547333560518
2007-09-14,0.00012782960025133712
2007-09-17,0.00011931597631666207
2007-09-18,0.00011677049452471966
2007-09-19,0.0001433841706338928
2007-09-20,0.00013404976186908073
2007-09-21,0.00012683018124366895
2007-09-24,0.00012297277822585453
2007-09-25,0.00011576205183615243
2007-09-26,0.00011241699810588866
2007-09-27,0.00010840414664141555
2007-09-28,0.00010267473364723456
2007-10-01,9.738960296175919e-05
2007-10-02,9.806895849135388e-05
2007-10-03,9.276954009277938e-05
2007-10-04,9.179365153912974e-05
2007-10-05,8.695672842982484e-05
2007-10-08,0.0001045938968060062
2007-10-09,0.00010066354785133993
2007-10-10,9.608243720767651e-05
2007-10-11,9.190541764816186e-05
2007-10-12,0.00010136082903159989
2007-10-15,0.00010713486216559103
2007-10-16,0.00010731527194749946
2007-10-17,0.00010337949454791438
2007-10-18,0.00010443513436326715
2007-10-19,0.00010039936020269575
2007-10-22,0.00012502544977178198
2007-10-23,0.0001242477782325601
2007-10-24,0.00013649384826311243
2007-10-25,0.00013263295621749466
2007-10-26,0.00013349404590701667
2007-10-29,0.00013548939243868444
2007-10-30,0.0001291128304074471
2007-10-31,0.00012414093444377633
